,full_name,player_id,age,team,search_rank,sport,status,position,last_name,search_last_name,fantasy_positions,first_name,injury_status,search_full_name,active,depth_chart_position,search_first_name
7526,Jaylen Waddle,7526,23,MIA,32,nfl,Active,WR,Waddle,waddle,['WR'],Jaylen,Questionable,jaylenwaddle,True,LWR,jaylen
8863,Kaylon Geiger,8863,None,TB,9999999,nfl,Active,WR,Geiger,geiger,['WR'],Kaylon,None,kaylongeiger,True,None,kaylon
5386,Matthew McCrane,5386,27,None,656,nfl,Active,K,McCrane,mccrane,['K'],Matthew,None,matthewmccrane,True,None,matthew
289,Drew Brees,289,42,None,76,nfl,Injured Reserve,QB,Brees,brees,['QB'],Drew,None,drewbrees,True,None,drew
322,Antonio Gates,322,41,None,9999999,nfl,Injured Reserve,TE,Gates,gates,['TE'],Antonio,None,antoniogates,False,None,antonio
5192,Ralph Webb,5192,27,None,9999999,nfl,Inactive,RB,Webb,webb,['RB'],Ralph,None,ralphwebb,False,None,ralph
3386,Thomas Duarte,3386,26,None,9999999,nfl,Inactive,TE,Duarte,duarte,['TE'],Thomas,None,thomasduarte,False,None,thomas
2698,Abou Toure,2698,27,None,9999999,nfl,Inactive,RB,Toure,toure,['RB'],Abou,None,aboutoure,False,None,abou
5228,J.T. Barrett,5228,26,None,9999999,nfl,Active,QB,Barrett,barrett,['QB'],J.T.,None,jtbarrett,True,None,jt
1979,Blake Bortles,1979,29,NO,9999999,nfl,Active,QB,Bortles,bortles,['QB'],Blake,None,blakebortles,True,None,blake
6165,Antoine Wesley,6165,24,ARI,9999999,nfl,Active,WR,Wesley,wesley,['WR'],Antoine,Questionable,antoinewesley,True,LWR,antoine
5779,Blake Jackson,5779,27,None,9999999,nfl,Inactive,WR,Jackson,jackson,['WR'],Blake,None,blakejackson,False,None,blake
6539,Devontae Jackson,6539,25,None,9999999,nfl,Active,RB,Jackson,jackson,['RB'],Devontae,None,devontaejackson,True,None,devontae
3780,Cedric O'Neal,3780,27,None,9999999,nfl,Active,RB,O'Neal,oneal,['RB'],Cedric,None,cedriconeal,True,None,cedric
8137,George Pickens,8137,21,PIT,118,nfl,Active,WR,Pickens,pickens,['WR'],George,None,georgepickens,True,RWR,george
5100,Jordan Wilkins,5100,28,None,9999999,nfl,Active,RB,Wilkins,wilkins,['RB'],Jordan,None,jordanwilkins,True,None,jordan
2545,Geoff Swaim,2545,28,TEN,528,nfl,Active,TE,Swaim,swaim,['TE'],Geoff,None,geoffswaim,True,LTE,geoff
4454,Kendrick Bourne,4454,27,NE,244,nfl,Active,WR,Bourne,bourne,['WR'],Kendrick,None,kendrickbourne,True,RWR,kendrick
2621,Terron Ward,2621,28,None,9999999,nfl,Inactive,RB,Ward,ward,['RB'],Terron,None,terronward,False,None,terron
8216,Kaleb Eleby,8216,None,None,None,nfl,Active,QB,Eleby,eleby,['QB'],Kaleb,None,kalebeleby,True,None,kaleb
3584,Marcus Leak,3584,29,None,9999999,nfl,Active,WR,Leak,leak,['WR'],Marcus,None,marcusleak,True,None,marcus
2920,Jeret Smith,2920,24,None,9999999,nfl,Inactive,WR,Smith,smith,['WR'],Jeret,None,jeretsmith,False,None,jeret
7021,Rico Dowdle,7021,24,DAL,577,nfl,Active,RB,Dowdle,dowdle,['RB'],Rico,None,ricodowdle,True,RB,rico
391,Ryan Succop,391,35,TB,206,nfl,Active,K,Succop,succop,['K'],Ryan,None,ryansuccop,True,PK,ryan
4985,Rashaad Penny,4985,26,SEA,90,nfl,Active,RB,Penny,penny,['RB'],Rashaad,Questionable,rashaadpenny,True,RB,rashaad
3032,Lavance Taylor,3032,None,None,9999999,nfl,Inactive,RB,Taylor,taylor,['RB'],Lavance,None,lavancetaylor,False,None,lavance
151,Lavelle Hawkins,151,31,None,9999999,nfl,Inactive,WR,Hawkins,hawkins,['WR'],Lavelle,None,lavellehawkins,False,None,lavelle
8250,Tay Martin,8250,24,SF,9999999,nfl,Active,WR,Martin,martin,['WR'],Tay,None,taymartin,True,RWR,tay
339,Brian Hartline,339,33,None,9999999,nfl,Inactive,WR,Hartline,hartline,['WR'],Brian,None,brianhartline,False,None,brian
5247,David Marvin,5247,26,None,9999999,nfl,Active,K,Marvin,marvin,['K'],David,None,davidmarvin,True,None,david
3657,Rob Kelley,3657,29,None,9999999,nfl,Inactive,RB,Kelley,kelley,['RB'],Rob,None,robkelley,False,None,rob
2722,Jimmay Mundine,2722,26,None,9999999,nfl,Inactive,TE,Mundine,mundine,['TE'],Jimmay,None,jimmaymundine,False,None,jimmay
5289,Cameron Batson,5289,26,ATL,425,nfl,Active,WR,Batson,batson,['WR'],Cameron,None,cameronbatson,True,SWR,cameron
7320,Dalton Schoen,7320,25,None,9999999,nfl,Active,WR,Schoen,schoen,['WR'],Dalton,None,daltonschoen,True,None,dalton
4708,KeVonn Mabon,4708,28,None,9999999,nfl,Active,WR,Mabon,mabon,['WR'],KeVonn,None,kevonnmabon,True,None,kevonn
5755,Duplicate Player,5755,24,None,9999999,nfl,Inactive,TE,Player,player,['TE'],Duplicate,None,duplicateplayer,False,TE,duplicate
2133,Davante Adams,2133,29,LV,12,nfl,Active,WR,Adams,adams,['WR'],Davante,None,davanteadams,True,LWR,davante
3380,Devin Lucien,3380,28,None,9999999,nfl,Active,WR,Lucien,lucien,['WR'],Devin,None,devinlucien,True,None,devin
6866,KJ Hill,6866,24,LAC,545,nfl,Active,WR,Hill,hill,['WR'],KJ,None,kjhill,True,None,kj
4680,Larry Clark,4680,28,None,9999999,nfl,Active,WR,Clark,clark,['WR'],Larry,None,larryclark,True,None,larry
7547,Amon-Ra St. Brown,7547,22,DET,67,nfl,Active,WR,St. Brown,stbrown,['WR'],Amon-Ra,None,amonrastbrown,True,SWR,amonra
165,Brandon Bostick,165,32,None,9999999,nfl,Inactive,TE,Bostick,bostick,['TE'],Brandon,None,brandonbostick,False,None,brandon
2203,Nic Jacobs,2203,28,None,9999999,nfl,Inactive,TE,Jacobs,jacobs,['TE'],Nic,None,nicjacobs,False,None,nic
8038,Nick Guggemos,8038,26,CLE,9999999,nfl,Active,TE,Guggemos,guggemos,['TE'],Nick,None,nickguggemos,True,None,nick
7001,Brian Herrien,7001,23,None,1858,nfl,Active,RB,Herrien,herrien,['RB'],Brian,None,brianherrien,True,None,brian
1185,Travaris Cadet,1185,32,None,9999999,nfl,Inactive,RB,Cadet,cadet,['RB'],Travaris,None,travariscadet,False,None,travaris
956,Mark Ingram,956,32,NO,170,nfl,Active,RB,Ingram,ingram,['RB'],Mark,None,markingram,True,RB,mark
171,Zach Miller,171,31,None,9999999,nfl,Inactive,TE,Miller,miller,['TE'],Zach,None,zachmiller,False,None,zach
1502,Chris Thompson,1502,31,None,9999999,nfl,Active,RB,Thompson,thompson,['RB'],Chris,None,christhompson,True,None,chris
1916,Martavis Bryant,1916,30,None,9999999,nfl,Inactive,WR,Bryant,bryant,['WR'],Martavis,Sus,martavisbryant,False,None,martavis
7475,Napoleon Maxwell,7475,25,None,9999999,nfl,Inactive,RB,Maxwell,maxwell,['RB'],Napoleon,None,napoleonmaxwell,True,None,napoleon
3880,M.J. McFarland,3880,29,None,9999999,nfl,Active,TE,McFarland,mcfarland,['TE'],M.J.,None,mjmcfarland,True,None,mj
6021,Nick Brossette,6021,25,None,9999999,nfl,Active,RB,Brossette,brossette,['RB'],Nick,None,nickbrossette,True,None,nick
8141,Joseph Ngata,8141,None,None,None,nfl,Active,WR,Ngata,ngata,['WR'],Joseph,None,josephngata,False,None,joseph
968,Greg Salas,968,32,None,9999999,nfl,Injured Reserve,WR,Salas,salas,['WR'],Greg,None,gregsalas,False,None,greg
5539,Derrick Willies,5539,27,None,9999999,nfl,Inactive,WR,Willies,willies,['WR'],Derrick,None,derrickwillies,True,None,derrick
6790,D'Andre Swift,6790,23,DET,12,nfl,Active,RB,Swift,swift,['RB'],D'Andre,None,dandreswift,True,RB,dandre
1777,Josh Hill,1777,31,None,472,nfl,Injured Reserve,TE,Hill,hill,['TE'],Josh,None,joshhill,True,None,josh
6342,Stephen Louis,6342,26,None,9999999,nfl,Active,WR,Louis,louis,['WR'],Stephen,None,stephenlouis,True,None,stephen
1817,Sammy Watkins,1817,29,GB,188,nfl,Active,WR,Watkins,watkins,['WR'],Sammy,None,sammywatkins,True,RWR,sammy
7565,Terrace Marshall,7565,22,CAR,401,nfl,Active,WR,Marshall,marshall,['WR'],Terrace,None,terracemarshall,True,SWR,terrace
2980,Eli Rogers,2980,29,None,9999999,nfl,Inactive,WR,Rogers,rogers,['WR'],Eli,None,elirogers,False,None,eli
7903,Briley Moore,7903,24,None,9999999,nfl,Active,TE,Moore,moore,['TE'],Briley,None,brileymoore,True,None,briley
2903,Shane Carden,2903,25,None,9999999,nfl,Inactive,QB,Carden,carden,['QB'],Shane,None,shanecarden,False,None,shane
3036,Matt Lengel,3036,31,None,942,nfl,Active,TE,Lengel,lengel,['TE'],Matt,None,mattlengel,True,None,matt
7751,Dax Milne,7751,23,WAS,9999999,nfl,Active,WR,Milne,milne,['WR'],Dax,None,daxmilne,True,SWR,dax
7735,Cary Angeline,7735,24,None,None,nfl,Active,TE,Angeline,angeline,['TE'],Cary,None,caryangeline,True,None,cary
2530,Joey Iosefa,2530,29,None,9999999,nfl,Inactive,RB,Iosefa,iosefa,['RB'],Joey,None,joeyiosefa,False,None,joey
2566,Tyler Varga,2566,26,None,9999999,nfl,Inactive,RB,Varga,varga,['RB'],Tyler,None,tylervarga,False,None,tyler
1284,Lance Dunbar,1284,30,None,9999999,nfl,Inactive,RB,Dunbar,dunbar,['RB'],Lance,None,lancedunbar,False,None,lance
387,Knowshon Moreno,387,30,None,9999999,nfl,Inactive,RB,Moreno,moreno,['RB'],Knowshon,None,knowshonmoreno,False,None,knowshon
582,Riley Cooper,582,33,None,9999999,nfl,Inactive,WR,Cooper,cooper,['WR'],Riley,None,rileycooper,False,None,riley
2962,Zach D'Orazio,2962,None,None,9999999,nfl,Inactive,WR,D'Orazio,dorazio,['WR'],Zach,None,zachdorazio,False,None,zach
2754,Mike Johnson,2754,26,None,9999999,nfl,Inactive,WR,Johnson,johnson,['WR'],Mike,None,mikejohnson,False,None,mike
5597,Brogan Roback,5597,27,None,9999999,nfl,Active,QB,Roback,roback,['QB'],Brogan,None,broganroback,True,None,brogan
8168,Skyy Moore,8168,21,KC,111,nfl,Active,WR,Moore,moore,['WR'],Skyy,None,skyymoore,True,SWR,skyy
2609,RJ Archer,2609,30,None,9999999,nfl,Inactive,QB,Archer,archer,['QB'],RJ,None,rjarcher,False,None,rj
5962,KeeSean Johnson,5962,25,ATL,9999999,nfl,Active,WR,Johnson,johnson,['WR'],KeeSean,None,keeseanjohnson,True,None,keesean
6219,Austin Seibert,6219,25,DET,548,nfl,Active,K,Seibert,seibert,['K'],Austin,None,austinseibert,True,PK,austin
5463,Mark Thompson,5463,27,None,9999999,nfl,Active,RB,Thompson,thompson,['RB'],Mark,None,markthompson,True,None,mark
1855,Shaquelle Evans,1855,30,None,9999999,nfl,Active,WR,Evans,evans,['WR'],Shaquelle,None,shaquelleevans,True,None,shaquelle
5121,Braxton Berrios,5121,26,NYJ,509,nfl,Active,WR,Berrios,berrios,['WR'],Braxton,None,braxtonberrios,True,SWR,braxton
8105,Brayden Lenius,8105,25,None,342,nfl,Active,TE,Lenius,lenius,['TE'],Brayden,None,braydenlenius,True,None,brayden
2559,E.J. Bibbs,2559,29,None,9999999,nfl,Injured Reserve,TE,Bibbs,bibbs,['TE'],E.J.,None,ejbibbs,False,None,ej
3710,Jace Billingsley,3710,28,None,9999999,nfl,Inactive,WR,Billingsley,billingsley,['WR'],Jace,None,jacebillingsley,False,None,jace
3951,Justin Berger,3951,26,None,9999999,nfl,Inactive,WR,Berger,berger,['WR'],Justin,None,justinberger,False,None,justin
1978,Tony Washington,1978,29,None,9999999,nfl,Inactive,WR,Washington,washington,"['WR', 'LB']",Tony,None,tonywashington,False,None,tony
2633,Trey Williams,2633,27,None,9999999,nfl,Injured Reserve,RB,Williams,williams,['RB'],Trey,None,treywilliams,False,None,trey
5257,Tim Boyle,5257,27,DET,9999999,nfl,Active,QB,Boyle,boyle,['QB'],Tim,None,timboyle,True,QB,tim
3242,Kenyan Drake,3242,28,None,224,nfl,Active,RB,Drake,drake,['RB'],Kenyan,None,kenyandrake,True,None,kenyan
5254,Jimmy Williams,5254,26,None,9999999,nfl,Active,WR,Williams,williams,['WR'],Jimmy,None,jimmywilliams,True,None,jimmy
4323,Darrell Daniels,4323,27,None,9999999,nfl,Active,TE,Daniels,daniels,['TE'],Darrell,None,darrelldaniels,True,None,darrell
2771,Jimmie Hunt,2771,27,None,9999999,nfl,Inactive,WR,Hunt,hunt,['WR'],Jimmie,None,jimmiehunt,False,None,jimmie
200,Vernon Davis,200,37,None,9999999,nfl,Injured Reserve,TE,Davis,davis,['TE'],Vernon,None,vernondavis,True,None,vernon
6308,Ian Bunting,6308,26,None,9999999,nfl,Active,TE,Bunting,bunting,['TE'],Ian,IR,ianbunting,True,None,ian
8721,De'Montre Tuggle,8721,23,CHI,441,nfl,Active,RB,Tuggle,tuggle,['RB'],De'Montre,None,demontretuggle,True,None,demontre
1264,Justin Tucker,1264,32,BAL,104,nfl,Active,K,Tucker,tucker,['K'],Justin,None,justintucker,True,PK,justin
794,Kamar Aiken,794,32,None,9999999,nfl,Inactive,WR,Aiken,aiken,['WR'],Kamar,None,kamaraiken,False,None,kamar
7279,DeMichael Harris,7279,24,IND,9999999,nfl,Active,WR,Harris,harris,['WR'],DeMichael,None,demichaelharris,True,SWR,demichael
4435,Anthony Firkser,4435,27,ATL,306,nfl,Active,TE,Firkser,firkser,['TE'],Anthony,None,anthonyfirkser,True,LTE,anthony
8579,Brandon Peters,8579,24,None,345,nfl,Active,QB,Peters,peters,['QB'],Brandon,None,brandonpeters,True,None,brandon
7549,CJ Marable,7549,24,None,None,nfl,Active,RB,Marable,marable,['RB'],CJ,None,cjmarable,True,None,cj
3805,Jon Brown,3805,29,None,1101,nfl,Active,K,Brown,brown,['K'],Jon,None,jonbrown,True,None,jon
2562,John Crockett,2562,28,None,9999999,nfl,Inactive,RB,Crockett,crockett,['RB'],John,None,johncrockett,False,None,john
3273,Malcolm Mitchell,3273,28,None,9999999,nfl,Inactive,WR,Mitchell,mitchell,['WR'],Malcolm,None,malcolmmitchell,False,None,malcolm
4160,Josh Malone,4160,26,None,9999999,nfl,Active,WR,Malone,malone,['WR'],Josh,None,joshmalone,True,None,josh
2002,Isaiah Burse,2002,30,None,9999999,nfl,Inactive,WR,Burse,burse,['WR'],Isaiah,None,isaiahburse,False,None,isaiah
7173,Jalen McCleskey,7173,24,None,9999999,nfl,Active,WR,McCleskey,mccleskey,['WR'],Jalen,None,jalenmccleskey,True,None,jalen
2654,Jaxon Shipley,2654,26,None,9999999,nfl,Inactive,WR,Shipley,shipley,['WR'],Jaxon,None,jaxonshipley,False,None,jaxon
4814,De'Quan Hampton,4814,27,None,9999999,nfl,Active,WR,Hampton,hampton,['WR'],De'Quan,None,dequanhampton,True,None,dequan
5570,Chad Beebe,5570,28,None,483,nfl,Active,WR,Beebe,beebe,['WR'],Chad,None,chadbeebe,True,None,chad
8439,Demetris Robertson,8439,25,None,9999999,nfl,Active,WR,Robertson,robertson,['WR'],Demetris,None,demetrisrobertson,True,None,demetris
2161,Jerick McKinnon,2161,30,KC,231,nfl,Active,RB,McKinnon,mckinnon,['RB'],Jerick,None,jerickmckinnon,True,RB,jerick
7397,Parker Houston,7397,24,None,9999999,nfl,Active,TE,Houston,houston,['TE'],Parker,None,parkerhouston,True,None,parker
2024,Charcandrick West,2024,30,None,9999999,nfl,Injured Reserve,RB,West,west,['RB'],Charcandrick,None,charcandrickwest,False,None,charcandrick
6593,Spencer Schnell,6593,27,None,1732,nfl,Inactive,WR,Schnell,schnell,['WR'],Spencer,None,spencerschnell,True,None,spencer
574,Dez Bryant,574,33,None,9999999,nfl,Inactive,WR,Bryant,bryant,['WR'],Dez,None,dezbryant,True,None,dez
64,Owen Daniels,64,37,None,9999999,nfl,Inactive,TE,Daniels,daniels,['TE'],Owen,None,owendaniels,False,None,owen
4995,Ian Thomas,4995,26,CAR,319,nfl,Active,TE,Thomas,thomas,['TE'],Ian,None,ianthomas,True,TE,ian
5132,Steven Mitchell,5132,27,None,488,nfl,Inactive,WR,Mitchell,mitchell,['WR'],Steven,None,stevenmitchell,True,None,steven
866,Cecil Shorts,866,32,None,9999999,nfl,Inactive,WR,Shorts,shorts,['WR'],Cecil,None,cecilshorts,False,None,cecil
626,Jim Dray,626,33,None,9999999,nfl,Inactive,TE,Dray,dray,['TE'],Jim,None,jimdray,False,None,jim
6496,Cole Hedlund,6496,26,None,9999999,nfl,Active,K,Hedlund,hedlund,['K'],Cole,None,colehedlund,True,None,cole
8151,Kenneth Walker,8151,21,SEA,67,nfl,Active,RB,Walker,walker,['RB'],Kenneth,Questionable,kennethwalker,True,RB,kenneth
4456,K.D. Cannon,4456,26,None,9999999,nfl,Active,WR,Cannon,cannon,['WR'],K.D.,None,kdcannon,True,None,kd
8632,JaVonta Payton,8632,23,ARI,265,nfl,Active,WR,Payton,payton,['WR'],JaVonta,None,javontapayton,True,None,javonta
4451,Isaac Whitney,4451,27,ARI,1255,nfl,Inactive,WR,Whitney,whitney,['WR'],Isaac,None,isaacwhitney,False,None,isaac
973,Anthony Sherman,973,33,None,496,nfl,Injured Reserve,RB,Sherman,sherman,['RB'],Anthony,None,anthonysherman,True,None,anthony
4752,Fred Brown,4752,28,None,466,nfl,Active,WR,Brown,brown,['WR'],Fred,None,fredbrown,True,None,fred
6789,Henry Ruggs,6789,22,None,124,nfl,Active,WR,Ruggs,ruggs,['WR'],Henry,None,henryruggs,True,None,henry
4175,Chad Hansen,4175,27,None,9999999,nfl,Active,WR,Hansen,hansen,['WR'],Chad,None,chadhansen,True,None,chad
3344,David Morgan,3344,28,None,9999999,nfl,Inactive,TE,Morgan,morgan,['TE'],David,None,davidmorgan,False,None,david
3366,Kelvin Taylor,3366,28,None,9999999,nfl,Inactive,RB,Taylor,taylor,['RB'],Kelvin,None,kelvintaylor,False,None,kelvin
2283,James Wilder,2283,26,None,9999999,nfl,Inactive,RB,Wilder,wilder,['RB'],James,None,jameswilder,False,None,james
6334,Damarea Crockett,6334,24,DEN,699,nfl,Inactive,RB,Crockett,crockett,['RB'],Damarea,IR,damareacrockett,True,None,damarea
8021,Branden Mack,8021,23,None,None,nfl,Active,WR,Mack,mack,['WR'],Branden,None,brandenmack,True,None,branden
2189,Tyler Gaffney,2189,30,None,9999999,nfl,Inactive,RB,Gaffney,gaffney,['RB'],Tyler,None,tylergaffney,False,None,tyler
1587,Vance McDonald,1587,31,None,401,nfl,Injured Reserve,TE,McDonald,mcdonald,['TE'],Vance,None,vancemcdonald,True,None,vance
4835,Darrius Sims,4835,27,None,9999999,nfl,Active,RB,Sims,sims,['RB'],Darrius,None,darriussims,True,None,darrius
1644,Jeff Tuel,1644,26,None,9999999,nfl,Inactive,QB,Tuel,tuel,['QB'],Jeff,None,jefftuel,False,None,jeff
3929,Terry Williams,3929,None,None,9999999,nfl,Inactive,RB,Williams,williams,['RB'],Terry,None,terrywilliams,False,None,terry
5889,Bryce Love,5889,24,None,127,nfl,Inactive,RB,Love,love,['RB'],Bryce,Questionable,brycelove,True,None,bryce
5906,Dawson Knox,5906,25,BUF,86,nfl,Active,TE,Knox,knox,['TE'],Dawson,None,dawsonknox,True,TE,dawson
6234,Deonte Harty,6234,24,NO,9999999,nfl,Active,WR,Harty,harty,['WR'],Deonte,None,deonteharty,True,RWR,deonte
7080,Omar Bayless,7080,25,None,643,nfl,Active,WR,Bayless,bayless,['WR'],Omar,None,omarbayless,True,None,omar
2125,Andrew Peacock,2125,26,None,9999999,nfl,Inactive,WR,Peacock,peacock,['WR'],Andrew,None,andrewpeacock,False,None,andrew
7757,Ben Skowronek,7757,25,LAR,633,nfl,Active,WR,Skowronek,skowronek,['WR'],Ben,None,benskowronek,True,LWR,ben
5744,Eldridge Massington,5744,24,NO,1123,nfl,Active,WR,Massington,massington,['WR'],Eldridge,None,eldridgemassington,True,None,eldridge
567,Jacoby Ford,567,30,None,9999999,nfl,Inactive,WR,Ford,ford,['WR'],Jacoby,None,jacobyford,False,None,jacoby
8157,Bailey Zappe,8157,23,NE,580,nfl,Active,QB,Zappe,zappe,['QB'],Bailey,None,baileyzappe,True,QB,bailey
2941,Milton Williams,2941,None,None,9999999,nfl,Inactive,WR,Williams,williams,['WR'],Milton,None,miltonwilliams,False,None,milton
4162,Ryan Switzer,4162,27,None,9999999,nfl,Active,WR,Switzer,switzer,['WR'],Ryan,None,ryanswitzer,True,None,ryan
7008,Brian Lewerke,7008,25,None,9999999,nfl,Active,QB,Lewerke,lewerke,['QB'],Brian,None,brianlewerke,True,None,brian
3923,Franky Okafor,3923,25,None,9999999,nfl,Inactive,WR,Okafor,okafor,['WR'],Franky,None,frankyokafor,False,None,franky
8699,Cyrus Holder,8699,None,None,9999999,nfl,Active,WR,Holder,holder,['WR'],Cyrus,None,cyrusholder,True,None,cyrus
7227,Artavis Pierce,7227,25,None,9999999,nfl,Active,RB,Pierce,pierce,['RB'],Artavis,None,artavispierce,True,None,artavis
915,Roy Helu,915,31,None,9999999,nfl,Inactive,RB,Helu,helu,['RB'],Roy,None,royhelu,False,None,roy
3517,Hunter Sharp,3517,27,None,9999999,nfl,Inactive,WR,Sharp,sharp,['WR'],Hunter,None,huntersharp,False,None,hunter
1573,Zac Stacy,1573,29,None,9999999,nfl,Inactive,RB,Stacy,stacy,['RB'],Zac,None,zacstacy,False,None,zac
4197,Isaiah McKenzie,4197,27,BUF,184,nfl,Active,WR,McKenzie,mckenzie,['WR'],Isaiah,None,isaiahmckenzie,True,SWR,isaiah
6879,Quartney Davis,6879,24,None,9999999,nfl,Active,WR,Davis,davis,['WR'],Quartney,Questionable,quartneydavis,True,None,quartney
8410,Jequez Ezzard,8410,None,None,9999999,nfl,Active,WR,Ezzard,ezzard,['WR'],Jequez,Questionable,jequezezzard,True,None,jequez
5294,Mikah Holder,5294,25,None,950,nfl,Active,WR,Holder,holder,['WR'],Mikah,None,mikahholder,True,None,mikah
4923,Rushel Shell,4923,28,None,9999999,nfl,Active,RB,Shell,shell,['RB'],Rushel,None,rushelshell,True,None,rushel
6144,Trayveon Williams,6144,24,CIN,548,nfl,Active,RB,Williams,williams,['RB'],Trayveon,None,trayveonwilliams,True,None,trayveon
2835,Paul Lasike,2835,31,None,9999999,nfl,Inactive,RB,Lasike,lasike,['RB'],Paul,None,paullasike,False,None,paul
8018,Shaun Beyer,8018,25,None,9999999,nfl,Active,TE,Beyer,beyer,['TE'],Shaun,None,shaunbeyer,True,None,shaun
6453,D.J. Montgomery,6453,25,None,311,nfl,Active,WR,Montgomery,montgomery,['WR'],D.J.,None,djmontgomery,True,None,dj
3668,Joshua Perkins,3668,28,NYJ,9999999,nfl,Active,TE,Perkins,perkins,['TE'],Joshua,None,joshuaperkins,True,None,joshua
860,Armon Binns,860,28,None,9999999,nfl,Inactive,WR,Binns,binns,['WR'],Armon,None,armonbinns,False,None,armon
3340,Jerell Adams,3340,29,None,526,nfl,Active,TE,Adams,adams,['TE'],Jerell,None,jerelladams,True,None,jerell
5820,BenJarvus Green-Ellis,5820,36,None,9999999,nfl,Inactive,RB,Green-Ellis,greenellis,['RB'],BenJarvus,NA,benjarvusgreenellis,False,None,benjarvus
34,Pierre Thomas,34,35,None,9999999,nfl,Inactive,RB,Thomas,thomas,['RB'],Pierre,None,pierrethomas,False,None,pierre
6850,Harrison Bryant,6850,24,CLE,423,nfl,Active,TE,Bryant,bryant,['TE'],Harrison,None,harrisonbryant,True,TE,harrison
7558,Whop Philyor,7558,23,None,9999999,nfl,Active,WR,Philyor,philyor,['WR'],Whop,None,whopphilyor,True,None,whop
1800,Jordan Matthews,1800,30,SF,9999999,nfl,Inactive,TE,Matthews,matthews,['TE'],Jordan,IR,jordanmatthews,True,None,jordan
1071,Mohamed Sanu,1071,33,MIA,578,nfl,Active,WR,Sanu,sanu,['WR'],Mohamed,None,mohamedsanu,True,None,mohamed
1107,Coby Fleener,1107,31,None,9999999,nfl,Inactive,TE,Fleener,fleener,['TE'],Coby,None,cobyfleener,False,None,coby
6621,John Baron,6621,25,None,9999999,nfl,Active,K,Baron,baron,['K'],John,None,johnbaron,True,None,john
3520,Jay Lee,3520,25,None,9999999,nfl,Inactive,WR,Lee,lee,['WR'],Jay,None,jaylee,False,None,jay
7038,Darius Anderson,7038,24,HOU,353,nfl,Inactive,RB,Anderson,anderson,['RB'],Darius,IR,dariusanderson,True,None,darius
1211,Rhett Ellison,1211,33,None,9999999,nfl,Injured Reserve,TE,Ellison,ellison,['TE'],Rhett,None,rhettellison,True,None,rhett
3453,Josh Ferguson,3453,28,None,1053,nfl,Active,RB,Ferguson,ferguson,['RB'],Josh,None,joshferguson,True,None,josh
8660,Leroy Watson,8660,24,ATL,9999999,nfl,Active,TE,Watson,watson,['TE'],Leroy,None,leroywatson,True,LT,leroy
3712,Adam Fuehne,3712,25,None,9999999,nfl,Inactive,TE,Fuehne,fuehne,['TE'],Adam,None,adamfuehne,False,TE,adam
2714,Gabe Holmes,2714,30,None,9999999,nfl,Inactive,TE,Holmes,holmes,['TE'],Gabe,None,gabeholmes,False,None,gabe
919,Aldrick Robinson,919,33,None,9999999,nfl,Inactive,WR,Robinson,robinson,['WR'],Aldrick,None,aldrickrobinson,False,None,aldrick
8864,Ben Beise,8864,None,None,9999999,nfl,Active,TE,Beise,beise,['TE'],Ben,None,benbeise,True,None,ben
4050,Cyril Grayson,4050,28,None,692,nfl,Active,WR,Grayson,grayson,['WR'],Cyril,IR,cyrilgrayson,True,None,cyril
4650,Billy Brown,4650,28,None,9999999,nfl,Active,TE,Brown,brown,['TE'],Billy,None,billybrown,True,None,billy
1322,Saalim Hakim,1322,30,None,9999999,nfl,Inactive,WR,Hakim,hakim,['WR'],Saalim,None,saalimhakim,False,None,saalim
7951,B.J. Emmons,7951,25,None,9999999,nfl,Active,RB,Emmons,emmons,['RB'],B.J.,None,bjemmons,True,None,bj
32,Jacob Tamme,32,35,None,9999999,nfl,Inactive,TE,Tamme,tamme,['TE'],Jacob,None,jacobtamme,False,None,jacob
6984,Tony Jones,6984,24,NO,523,nfl,Active,RB,Jones,jones,['RB'],Tony,None,tonyjones,True,None,tony
1715,Cooper Helfet,1715,31,None,9999999,nfl,Inactive,TE,Helfet,helfet,['TE'],Cooper,None,cooperhelfet,False,None,cooper
543,Garrett Graham,543,34,None,9999999,nfl,Inactive,TE,Graham,graham,['TE'],Garrett,None,garrettgraham,False,None,garrett
4338,Levern Jacobs,4338,29,None,9999999,nfl,Inactive,WR,Jacobs,jacobs,['WR'],Levern,None,levernjacobs,True,None,levern
3729,Herb Waters,3729,29,None,9999999,nfl,Inactive,WR,Waters,waters,['WR'],Herb,None,herbwaters,False,None,herb
3730,Tevin Jones,3730,29,None,1091,nfl,Active,WR,Jones,jones,['WR'],Tevin,None,tevinjones,True,None,tevin
7233,Andre Baccellia,7233,25,ARI,9999999,nfl,Active,WR,Baccellia,baccellia,['WR'],Andre,Questionable,andrebaccellia,True,LWR,andre
4544,Daikiel Shorts,4544,27,None,9999999,nfl,Active,WR,Shorts,shorts,['WR'],Daikiel,None,daikielshorts,True,None,daikiel
3269,Chris Moore,3269,29,HOU,550,nfl,Active,WR,Moore,moore,['WR'],Chris,None,chrismoore,True,SWR,chris
2028,Derek Carr,2028,31,LV,78,nfl,Active,QB,Carr,carr,['QB'],Derek,None,derekcarr,True,QB,derek
8928,Daylen Baldwin,8928,None,CLE,566,nfl,Active,WR,Baldwin,baldwin,['WR'],Daylen,Questionable,daylenbaldwin,True,LWR,daylen
