,team,last_name,depth_chart_position,first_name,fantasy_positions,status,position,search_full_name,player_id,full_name,sport,search_first_name,search_rank,age,injury_status,active,search_last_name
6692,None,Horn,None,Joe,['WR'],Active,WR,joehorn,6692,Joe Horn,nfl,joe,9999999,27,None,True,horn
2580,None,Davis,None,Titus,['WR'],Active,WR,titusdavis,2580,Titus Davis,nfl,titus,9999999,29,None,True,davis
882,None,Ausberry,None,David,['TE'],Inactive,TE,davidausberry,882,David Ausberry,nfl,david,9999999,29,None,False,ausberry
4829,None,Williams,None,Daniel,['WR'],Active,WR,danielwilliams,4829,Daniel Williams,nfl,daniel,9999999,26,None,True,williams
5115,None,Williams,None,David,['RB'],Inactive,RB,davidwilliams,5115,David Williams,nfl,david,9999999,27,None,False,williams
1652,None,Sinkfield,SWR,Terrell,['WR'],Active,WR,terrellsinkfield,1652,Terrell Sinkfield,nfl,terrell,9999999,31,None,True,sinkfield
7580,None,McClain,None,Khalil,['WR'],Active,WR,khalilmcclain,7580,Khalil McClain,nfl,khalil,None,22,None,True,mcclain
697,None,Washington,None,Leon,['RB'],Inactive,RB,leonwashington,697,Leon Washington,nfl,leon,9999999,35,None,False,washington
228,None,Jackson,None,Fred,['RB'],Inactive,RB,fredjackson,228,Fred Jackson,nfl,fred,9999999,39,None,False,jackson
7353,None,Sterk,None,Bryce,['DL'],Inactive,TE,brycesterk,7353,Bryce Sterk,nfl,bryce,9999999,25,None,True,sterk
5092,SF,Fumagalli,None,Troy,['TE'],Active,TE,troyfumagalli,5092,Troy Fumagalli,nfl,troy,629,27,None,True,fumagalli
1130,None,Gray,None,Cyrus,['RB'],Inactive,RB,cyrusgray,1130,Cyrus Gray,nfl,cyrus,9999999,28,None,False,gray
1067,JAX,Jones,LWR,Marvin,['WR'],Active,WR,marvinjones,1067,Marvin Jones,nfl,marvin,209,32,None,True,jones
8095,None,Adomitis,None,Graham,['TE'],Active,TE,grahamadomitis,8095,Graham Adomitis,nfl,graham,None,25,None,True,adomitis
686,None,Hill,None,Shaun,['QB'],Inactive,QB,shaunhill,686,Shaun Hill,nfl,shaun,9999999,40,None,False,hill
5245,None,Mangen,None,Troy,['TE'],Active,TE,troymangen,5245,Troy Mangen,nfl,troy,9999999,27,None,True,mangen
340,None,Hilliard,None,Lex,['RB'],Inactive,RB,lexhilliard,340,Lex Hilliard,nfl,lex,9999999,33,None,False,hilliard
8117,DAL,Tolbert,RWR,Jalen,['WR'],Active,WR,jalentolbert,8117,Jalen Tolbert,nfl,jalen,190,23,None,True,tolbert
3863,None,Licata,None,Joe,['QB'],Inactive,QB,joelicata,3863,Joe Licata,nfl,joe,9999999,25,None,False,licata
5431,None,Fields,None,Shay,['WR'],Active,WR,shayfields,5431,Shay Fields,nfl,shay,9999999,25,None,True,fields
5261,None,Weah,None,Jester,['WR'],Active,WR,jesterweah,5261,Jester Weah,nfl,jester,1445,26,None,True,weah
258,None,Brown,None,Ronnie,['RB'],Inactive,RB,ronniebrown,258,Ronnie Brown,nfl,ronnie,9999999,35,None,False,brown
7161,None,Leatherbury,None,Shane,['WR'],Active,WR,shaneleatherbury,7161,Shane Leatherbury,nfl,shane,9999999,24,None,True,leatherbury
2581,None,Edwards,None,Jahwan,['RB'],Inactive,RB,jahwanedwards,2581,Jahwan Edwards,nfl,jahwan,9999999,26,None,False,edwards
885,None,Gordon,None,Richard,['TE'],Inactive,TE,richardgordon,885,Richard Gordon,nfl,richard,9999999,33,None,False,gordon
5,None,Clark,None,Dallas,['TE'],Inactive,TE,dallasclark,5,Dallas Clark,nfl,dallas,9999999,38,None,False,clark
3803,None,Penny,None,Elijhaa,['RB'],Active,RB,elijhaapenny,3803,Elijhaa Penny,nfl,elijhaa,9999999,28,None,True,penny
6540,GB,Thompkins,None,DeAndre,['WR'],Inactive,WR,deandrethompkins,6540,DeAndre Thompkins,nfl,deandre,9999999,26,Questionable,True,thompkins
564,None,McCluster,None,Dexter,['RB'],Inactive,RB,dextermccluster,564,Dexter McCluster,nfl,dexter,9999999,32,None,False,mccluster
7944,IND,Strachan,LWR,Mike,['WR'],Active,WR,mikestrachan,7944,Mike Strachan,nfl,mike,349,25,None,True,strachan
2593,None,Goodley,None,Antwan,['WR'],Inactive,WR,antwangoodley,2593,Antwan Goodley,nfl,antwan,9999999,30,None,True,goodley
6605,None,Simpson,None,Cortrelle,['WR'],Inactive,WR,cortrellesimpson,6605,Cortrelle Simpson,nfl,cortrelle,9999999,25,None,True,simpson
1915,None,Blanchflower,None,Rob,['TE'],Inactive,TE,robblanchflower,1915,Rob Blanchflower,nfl,rob,9999999,27,None,False,blanchflower
7546,NE,Nixon,None,Tre,['WR'],Active,WR,trenixon,7546,Tre Nixon,nfl,tre,343,24,None,True,nixon
3372,None,Gathers,None,Rico,['TE'],Inactive,TE,ricogathers,3372,Rico Gathers,nfl,rico,9999999,28,None,False,gathers
5665,None,Andrews,None,Darren,['WR'],Inactive,WR,darrenandrews,5665,Darren Andrews,nfl,darren,9999999,None,None,False,andrews
1564,None,Cunningham,None,Benny,['RB'],Inactive,RB,bennycunningham,1564,Benny Cunningham,nfl,benny,9999999,31,None,False,cunningham
8136,TB,White,RB,Rachaad,['RB'],Active,RB,rachaadwhite,8136,Rachaad White,nfl,rachaad,149,23,None,True,white
278,None,Kolb,None,Kevin,['QB'],Inactive,QB,kevinkolb,278,Kevin Kolb,nfl,kevin,9999999,33,None,False,kolb
6361,None,Leonard,None,Raphael,['WR'],Active,WR,raphaelleonard,6361,Raphael Leonard,nfl,raphael,9999999,24,None,True,leonard
4289,None,Zamora,None,Ishmael,['WR'],Active,WR,ishmaelzamora,4289,Ishmael Zamora,nfl,ishmael,9999999,26,None,True,zamora
7946,PHI,Stoll,TE,Jack,['TE'],Active,TE,jackstoll,7946,Jack Stoll,nfl,jack,278,24,None,True,stoll
462,None,Favre,None,Brett,['QB'],Inactive,QB,brettfavre,462,Brett Favre,nfl,brett,9999999,48,None,False,favre
1466,KC,Kelce,TE,Travis,['TE'],Active,TE,traviskelce,1466,Travis Kelce,nfl,travis,14,32,None,True,kelce
6697,None,Allen,None,Floyd,['WR'],Active,WR,floydallen,6697,Floyd Allen,nfl,floyd,9999999,25,None,True,allen
4839,None,Leidner,None,Mitch,['QB'],Active,QB,mitchleidner,4839,Mitch Leidner,nfl,mitch,9999999,27,None,True,leidner
4878,None,Zylstra,None,Brandon,['WR'],Active,WR,brandonzylstra,4878,Brandon Zylstra,nfl,brandon,9999999,29,None,True,zylstra
6963,GB,Taylor,None,Patrick,['RB'],Active,RB,patricktaylor,6963,Patrick Taylor,nfl,patrick,605,24,None,True,taylor
7601,ARI,Moore,LWR,Rondale,['WR'],Active,WR,rondalemoore,7601,Rondale Moore,nfl,rondale,159,22,Questionable,True,moore
8414,PHI,Covey,None,Britain,['WR'],Active,WR,britaincovey,8414,Britain Covey,nfl,britain,598,25,None,True,covey
2430,None,Allen,None,Javorius,['RB'],Active,RB,javoriusallen,2430,Javorius Allen,nfl,javorius,9999999,30,None,True,allen
2019,None,Murray,None,Aaron,['QB'],Inactive,QB,aaronmurray,2019,Aaron Murray,nfl,aaron,9999999,29,None,False,murray
3664,WAS,McKissic,RB,J.D.,['RB'],Active,RB,jdmckissic,3664,J.D. McKissic,nfl,jd,171,29,None,True,mckissic
1901,None,Crowell,None,Isaiah,['RB'],Inactive,RB,isaiahcrowell,1901,Isaiah Crowell,nfl,isaiah,782,29,Questionable,False,crowell
5873,None,Ridley,None,Riley,['WR'],Active,WR,rileyridley,5873,Riley Ridley,nfl,riley,402,25,None,True,ridley
7174,None,Green,None,Juwan,['WR'],Active,WR,juwangreen,7174,Juwan Green,nfl,juwan,681,24,None,True,green
974,None,Williams,None,Ryan,['RB'],Inactive,RB,ryanwilliams,974,Ryan Williams,nfl,ryan,9999999,27,None,False,williams
411,None,Maclin,None,Jeremy,['WR'],Inactive,WR,jeremymaclin,411,Jeremy Maclin,nfl,jeremy,9999999,32,None,False,maclin
3296,None,DeValve,None,Seth,['TE'],Inactive,TE,sethdevalve,3296,Seth DeValve,nfl,seth,1013,28,None,True,devalve
260,DEN,Johnson,None,Josh,['QB'],Active,QB,joshjohnson,260,Josh Johnson,nfl,josh,545,36,None,True,johnson
2078,None,Beckham,None,Odell,['WR'],Active,WR,odellbeckham,2078,Odell Beckham,nfl,odell,65,29,Questionable,True,beckham
5714,None,Wilson,None,Tim,['WR'],Active,WR,timwilson,5714,Tim Wilson,nfl,tim,9999999,27,None,True,wilson
8088,MIA,Jackson,None,Kalif,['TE'],Active,TE,kalifjackson,8088,Kalif Jackson,nfl,kalif,None,None,None,True,jackson
3935,None,Chisum,None,Alex,['WR'],Inactive,WR,alexchisum,3935,Alex Chisum,nfl,alex,9999999,None,None,False,chisum
7466,None,Cottrell,None,Nathan,['RB'],Active,RB,nathancottrell,7466,Nathan Cottrell,nfl,nathan,9999999,26,Questionable,True,cottrell
4184,None,Hodges,None,Bucky,['TE'],Active,TE,buckyhodges,4184,Bucky Hodges,nfl,bucky,9999999,26,None,True,hodges
2573,None,Daniels,None,DaVaris,['WR'],Inactive,WR,davarisdaniels,2573,DaVaris Daniels,nfl,davaris,9999999,24,None,False,daniels
6168,None,Ursua,None,John,['WR'],Inactive,WR,johnursua,6168,John Ursua,nfl,john,9999999,28,Questionable,True,ursua
7532,None,Boyd,None,Rakeem,['RB'],Inactive,RB,rakeemboyd,7532,Rakeem Boyd,nfl,rakeem,None,None,None,True,boyd
5089,NYJ,White,QB,Mike,['QB'],Active,QB,mikewhite,5089,Mike White,nfl,mike,9999999,27,None,True,white
121,None,McClain,None,LeRon,['RB'],Inactive,RB,leronmcclain,121,LeRon McClain,nfl,leron,9999999,32,None,False,mcclain
3762,None,Shippen,None,Brandon,['WR'],Active,WR,brandonshippen,3762,Brandon Shippen,nfl,brandon,9999999,27,None,True,shippen
6606,None,Fitzgerald,None,Nick,['QB'],Active,QB,nickfitzgerald,6606,Nick Fitzgerald,nfl,nick,9999999,25,None,True,fitzgerald
1454,None,Ball,None,Montee,['RB'],Inactive,RB,monteeball,1454,Montee Ball,nfl,montee,9999999,27,None,False,ball
2309,CLE,Cooper,LWR,Amari,['WR'],Active,WR,amaricooper,2309,Amari Cooper,nfl,amari,60,28,None,True,cooper
5216,None,Philips,None,Ervin,['WR'],Inactive,WR,ervinphilips,5216,Ervin Philips,nfl,ervin,9999999,None,NA,False,philips
6959,None,Bellamy,None,LeVante,['RB'],Active,RB,levantebellamy,6959,LeVante Bellamy,nfl,levante,9999999,25,None,True,bellamy
3727,None,Parks,None,Dennis,['WR'],Inactive,WR,dennisparks,3727,Dennis Parks,nfl,dennis,9999999,24,None,False,parks
7670,LAC,Palmer,RWR,Joshua,['WR'],Active,WR,joshuapalmer,7670,Joshua Palmer,nfl,joshua,184,22,None,True,palmer
8419,None,Berryhill,None,Stanley,['WR'],Active,WR,stanleyberryhill,8419,Stanley Berryhill,nfl,stanley,9999999,None,None,True,berryhill
2165,None,Williams,None,Dominique,['RB'],Inactive,RB,dominiquewilliams,2165,Dominique Williams,nfl,dominique,9999999,29,None,False,williams
1049,TEN,Tannehill,QB,Ryan,['QB'],Active,QB,ryantannehill,1049,Ryan Tannehill,nfl,ryan,204,34,None,True,tannehill
5009,None,Herndon,None,Chris,['TE'],Active,TE,chrisherndon,5009,Chris Herndon,nfl,chris,9999999,26,None,True,herndon
4832,None,Price,None,Andrew,['TE'],Active,TE,andrewprice,4832,Andrew Price,nfl,andrew,9999999,28,None,True,price
19,NYJ,Flacco,QB,Joe,['QB'],Active,QB,joeflacco,19,Joe Flacco,nfl,joe,317,37,None,True,flacco
8915,None,Plitt,None,Drew,['QB'],Active,QB,drewplitt,8915,Drew Plitt,nfl,drew,9999999,24,None,True,plitt
4791,None,Victor,None,Darius,['RB'],Active,RB,dariusvictor,4791,Darius Victor,nfl,darius,9999999,27,None,True,victor
3202,TEN,Hooper,TE,Austin,['TE'],Active,TE,austinhooper,3202,Austin Hooper,nfl,austin,206,27,None,True,hooper
2673,ATL,Byrd,SWR,Damiere,['WR'],Active,WR,damierebyrd,2673,Damiere Byrd,nfl,damiere,378,29,None,True,byrd
698,None,Whitehurst,None,Charlie,['QB'],Inactive,QB,charliewhitehurst,698,Charlie Whitehurst,nfl,charlie,9999999,38,None,False,whitehurst
6762,None,Clark,None,Darion,['TE'],Inactive,TE,darionclark,6762,Darion Clark,nfl,darion,9999999,27,None,True,clark
2921,None,Sloat,None,Taylor,['TE'],Inactive,TE,taylorsloat,2921,Taylor Sloat,nfl,taylor,9999999,None,None,False,sloat
8676,NO,Shaheed,None,Rashid,['WR'],Active,WR,rashidshaheed,8676,Rashid Shaheed,nfl,rashid,341,24,None,True,shaheed
2699,None,Meredith,None,Cameron,['WR'],Inactive,WR,cameronmeredith,2699,Cameron Meredith,nfl,cameron,9999999,29,None,False,meredith
5290,None,Burnett,None,Deontay,['WR'],Inactive,WR,deontayburnett,5290,Deontay Burnett,nfl,deontay,1461,24,None,True,burnett
2862,None,Johnson,None,Tony,['K'],Inactive,K,tonyjohnson,2862,Tony Johnson,nfl,tony,9999999,25,None,False,johnson
1293,None,Stewart,None,Jeremy,['RB'],Inactive,RB,jeremystewart,1293,Jeremy Stewart,nfl,jeremy,9999999,28,None,False,stewart
6592,None,Strickland,None,Dontae,['RB'],Active,RB,dontaestrickland,6592,Dontae Strickland,nfl,dontae,9999999,24,None,True,strickland
474,None,Nicks,None,Hakeem,['WR'],Inactive,WR,hakeemnicks,474,Hakeem Nicks,nfl,hakeem,9999999,32,None,False,nicks
5117,None,Thomas,None,Jordan,['TE'],Active,TE,jordanthomas,5117,Jordan Thomas,nfl,jordan,9999999,25,Questionable,True,thomas
8135,TEN,Burks,SWR,Treylon,['WR'],Active,WR,treylonburks,8135,Treylon Burks,nfl,treylon,85,22,None,True,burks
3486,None,Brown,None,Chris,['WR'],Active,WR,chrisbrown,3486,Chris Brown,nfl,chris,9999999,28,None,True,brown
4199,GB,Jones,RB,Aaron,['RB'],Active,RB,aaronjones,4199,Aaron Jones,nfl,aaron,17,27,None,True,jones
5401,None,Foreman,None,Armanti,['WR'],Active,WR,armantiforeman,5401,Armanti Foreman,nfl,armanti,972,None,None,True,foreman
5692,None,Santoso,None,Ryan,"['P', 'K']",Active,K,ryansantoso,5692,Ryan Santoso,nfl,ryan,367,27,None,True,santoso
2924,None,Player,None,Duplicate,['TE'],Inactive,TE,duplicateplayer,2924,Duplicate Player,nfl,duplicate,9999999,24,None,False,player
6967,None,Fuller,None,Aaron,['WR'],Active,WR,aaronfuller,6967,Aaron Fuller,nfl,aaron,299,24,None,True,fuller
7109,None,Perry,None,Malcolm,['WR'],Active,WR,malcolmperry,7109,Malcolm Perry,nfl,malcolm,9999999,25,None,True,perry
102,None,Brown,None,Josh,['K'],Inactive,K,joshbrown,102,Josh Brown,nfl,josh,9999999,41,None,False,brown
3599,None,Stewart,None,Dez,['WR'],Inactive,WR,dezstewart,3599,Dez Stewart,nfl,dez,9999999,28,None,True,stewart
4322,None,Crossan,None,Dalton,['RB'],Inactive,RB,daltoncrossan,4322,Dalton Crossan,nfl,dalton,9999999,27,None,True,crossan
6957,BAL,Proche,SWR,James,['WR'],Active,WR,jamesproche,6957,James Proche,nfl,james,506,25,None,True,proche
7988,None,Lees,None,Riley,['WR'],Active,WR,rileylees,7988,Riley Lees,nfl,riley,None,None,None,True,lees
7978,None,Walker,None,Tre,['WR'],Inactive,WR,trewalker,7978,Tre Walker,nfl,tre,None,None,None,True,walker
1880,None,Taliaferro,None,Lorenzo,['RB'],Inactive,RB,lorenzotaliaferro,1880,Lorenzo Taliaferro,nfl,lorenzo,9999999,28,None,False,taliaferro
4914,SF,Coffee,None,Glen,['RB'],Active,RB,glencoffee,4914,Glen Coffee,nfl,glen,9999999,30,None,False,coffee
4519,None,Redding,None,Devine,['RB'],Active,RB,devineredding,4519,Devine Redding,nfl,devine,9999999,25,None,True,redding
7624,None,Williams,None,Carson,['TE'],Inactive,TE,carsonwilliams,7624,Carson Williams,nfl,carson,None,None,None,True,williams
2519,None,Sterling,None,Neal,['TE'],Inactive,TE,nealsterling,2519,Neal Sterling,nfl,neal,9999999,29,None,False,sterling
3957,None,Sims,None,Blake,['QB'],Active,QB,blakesims,3957,Blake Sims,nfl,blake,9999999,30,None,True,sims
8121,GB,Doubs,LWR,Romeo,['WR'],Active,WR,romeodoubs,8121,Romeo Doubs,nfl,romeo,138,22,None,True,doubs
5143,None,Richard,None,Demario,['RB'],Active,RB,demariorichard,5143,Demario Richard,nfl,demario,997,25,None,True,richard
6783,DEN,Jeudy,RWR,Jerry,['WR'],Active,WR,jerryjeudy,6783,Jerry Jeudy,nfl,jerry,51,23,None,True,jeudy
5625,None,Phillips,None,Cam,['WR'],Inactive,WR,camphillips,5625,Cam Phillips,nfl,cam,1496,26,None,False,phillips
2544,None,McBride,None,Tre,['WR'],Inactive,WR,tremcbride,2544,Tre McBride,nfl,tre,9999999,27,None,False,mcbride
1990,None,Morris,None,Stephen,['QB'],Inactive,QB,stephenmorris,1990,Stephen Morris,nfl,stephen,9999999,28,None,False,morris
8235,GB,Toure,SWR,Samori,['WR'],Active,WR,samoritoure,8235,Samori Toure,nfl,samori,321,24,None,True,toure
5809,None,Gardner,None,Ja'Quan,['RB'],Active,RB,jaquangardner,5809,Ja'Quan Gardner,nfl,jaquan,9999999,None,None,True,gardner
4996,None,Lauletta,None,Kyle,['QB'],Active,QB,kylelauletta,4996,Kyle Lauletta,nfl,kyle,612,26,None,True,lauletta
6552,None,Henry,None,Malik,['WR'],Active,WR,malikhenry,6552,Malik Henry,nfl,malik,9999999,24,None,True,henry
3178,None,Doctson,None,Josh,['WR'],Active,WR,joshdoctson,3178,Josh Doctson,nfl,josh,9999999,29,None,True,doctson
5947,NE,Meyers,SWR,Jakobi,['WR'],Active,WR,jakobimeyers,5947,Jakobi Meyers,nfl,jakobi,173,25,Questionable,True,meyers
7531,ATL,Franks,TE,Feleipe,['TE'],Active,TE,feleipefranks,7531,Feleipe Franks,nfl,feleipe,391,24,None,True,franks
1206,None,Pead,None,Isaiah,['RB'],Inactive,RB,isaiahpead,1206,Isaiah Pead,nfl,isaiah,9999999,30,None,False,pead
8190,None,Smith,None,Abram,['RB'],Active,RB,abramsmith,8190,Abram Smith,nfl,abram,507,23,None,True,smith
8224,None,Kelley,None,Cole,['QB'],Active,QB,colekelley,8224,Cole Kelley,nfl,cole,9999999,24,None,True,kelley
1263,None,Pierce,None,Bernard,['RB'],Inactive,RB,bernardpierce,1263,Bernard Pierce,nfl,bernard,9999999,29,None,False,pierce
5774,None,Serigne,None,Cam,['TE'],Active,TE,camserigne,5774,Cam Serigne,nfl,cam,9999999,27,None,True,serigne
4728,None,Houston,None,Bart,['QB'],Active,QB,barthouston,4728,Bart Houston,nfl,bart,9999999,29,None,True,houston
3280,None,Ervin,None,Tyler,['RB'],Inactive,RB,tylerervin,3280,Tyler Ervin,nfl,tyler,376,28,Questionable,True,ervin
4778,None,Davis,None,Reggie,['WR'],Inactive,WR,reggiedavis,4778,Reggie Davis,nfl,reggie,9999999,26,None,False,davis
1106,None,Ballard,None,Vick,['RB'],Inactive,RB,vickballard,1106,Vick Ballard,nfl,vick,9999999,30,None,False,ballard
1009,None,Walters,None,Bryan,['WR'],Injured Reserve,WR,bryanwalters,1009,Bryan Walters,nfl,bryan,9999999,32,None,False,walters
4730,None,Cotton,None,Sam,['TE'],Active,TE,samcotton,4730,Sam Cotton,nfl,sam,9999999,27,None,True,cotton
5872,SF,Samuel,RWR,Deebo,['WR'],Active,WR,deebosamuel,5872,Deebo Samuel,nfl,deebo,22,26,None,True,samuel
4037,TB,Godwin,RWR,Chris,['WR'],Active,WR,chrisgodwin,4037,Chris Godwin,nfl,chris,60,26,Questionable,True,godwin
4815,None,Riley,None,Brian,['WR'],Active,WR,brianriley,4815,Brian Riley,nfl,brian,9999999,26,None,True,riley
6664,None,Ouellette,None,A.J.,['RB'],Active,RB,ajouellette,6664,A.J. Ouellette,nfl,aj,9999999,26,None,True,ouellette
2804,None,Turzilli,None,Andrew,['WR'],Injured Reserve,WR,andrewturzilli,2804,Andrew Turzilli,nfl,andrew,9999999,28,None,False,turzilli
2390,SF,Kroft,None,Tyler,['TE'],Active,TE,tylerkroft,2390,Tyler Kroft,nfl,tyler,455,29,None,True,kroft
7458,LV,Zuber,None,Isaiah,['WR'],Active,WR,isaiahzuber,7458,Isaiah Zuber,nfl,isaiah,333,25,None,True,zuber
2359,LV,Abdullah,RB,Ameer,['RB'],Active,RB,ameerabdullah,2359,Ameer Abdullah,nfl,ameer,406,29,None,True,abdullah
1418,None,Hunter,None,Justin,['WR'],Inactive,WR,justinhunter,1418,Justin Hunter,nfl,justin,9999999,30,None,False,hunter
103,None,Forte,None,Matt,['RB'],Inactive,RB,mattforte,103,Matt Forte,nfl,matt,9999999,34,None,False,forte
4585,None,Nash,None,Anthony,['WR'],Active,WR,anthonynash,4585,Anthony Nash,nfl,anthony,9999999,28,None,True,nash
7013,None,Montez,None,Steven,['QB'],Active,QB,stevenmontez,7013,Steven Montez,nfl,steven,9999999,25,None,True,montez
8089,None,Cannella,None,Sal,['TE'],Active,TE,salcannella,8089,Sal Cannella,nfl,sal,335,25,None,True,cannella
3555,None,Severin,None,Canaan,['WR'],Active,WR,canaanseverin,3555,Canaan Severin,nfl,canaan,9999999,28,None,True,severin
6352,LAR,Player,None,Duplicate,['RB'],Inactive,RB,duplicateplayer,6352,Duplicate Player,nfl,duplicate,9999999,22,None,False,player
5274,None,Thomas,None,Roc,['RB'],Inactive,RB,rocthomas,5274,Roc Thomas,nfl,roc,9999999,26,None,False,thomas
8144,NO,Olave,RWR,Chris,['WR'],Active,WR,chrisolave,8144,Chris Olave,nfl,chris,90,22,None,True,olave
8194,NYG,Corbin,None,Jashaun,['RB'],Active,RB,jashauncorbin,8194,Jashaun Corbin,nfl,jashaun,467,22,None,True,corbin
7600,PIT,Freiermuth,TE,Pat,['TE'],Active,TE,patfreiermuth,7600,Pat Freiermuth,nfl,pat,94,23,None,True,freiermuth
1451,None,Anderson,None,C.J.,['RB'],Active,RB,cjanderson,1451,C.J. Anderson,nfl,cj,9999999,30,None,True,anderson
601,None,Quarless,None,Andrew,['TE'],Inactive,TE,andrewquarless,601,Andrew Quarless,nfl,andrew,9999999,31,None,False,quarless
7079,None,Guerriero,None,Pete,['RB'],Active,RB,peteguerriero,7079,Pete Guerriero,nfl,pete,9999999,23,None,True,guerriero
933,None,Smith,None,DJ,['K'],Inactive,K,djsmith,933,DJ Smith,nfl,dj,9999999,28,None,False,smith
606,None,Webb,None,Joe,['QB'],Active,QB,joewebb,606,Joe Webb,nfl,joe,612,35,None,True,webb
1158,None,Moore,None,Kellen,['QB'],Inactive,QB,kellenmoore,1158,Kellen Moore,nfl,kellen,9999999,32,None,False,moore
2168,None,Freeman,None,Devonta,['RB'],Active,RB,devontafreeman,2168,Devonta Freeman,nfl,devonta,339,30,None,True,freeman
6208,None,Fry,None,Elliott,['K'],Active,K,elliottfry,6208,Elliott Fry,nfl,elliott,9999999,27,Questionable,True,fry
6493,None,Johnson,None,Justin,['TE'],Active,TE,justinjohnson,6493,Justin Johnson,nfl,justin,9999999,25,None,True,johnson
1500,None,Reed,None,Jordan,['TE'],Injured Reserve,TE,jordanreed,1500,Jordan Reed,nfl,jordan,373,31,None,True,reed
2671,None,Lambo,None,Josh,['K'],Active,K,joshlambo,2671,Josh Lambo,nfl,josh,348,31,None,True,lambo
5171,TEN,Rader,None,Kevin,['TE'],Active,TE,kevinrader,5171,Kevin Rader,nfl,kevin,9999999,27,None,True,rader
7,None,Warner,None,Kurt,['QB'],Inactive,QB,kurtwarner,7,Kurt Warner,nfl,kurt,9999999,47,None,False,warner
7162,None,Becker,None,Ryan,['TE'],Active,TE,ryanbecker,7162,Ryan Becker,nfl,ryan,495,24,None,True,becker
1631,None,Smith,None,Rodney,['WR'],Inactive,WR,rodneysmith,1631,Rodney Smith,nfl,rodney,9999999,30,None,False,smith
6650,None,McLaughlin,None,Chase,['K'],Active,K,chasemclaughlin,6650,Chase McLaughlin,nfl,chase,341,26,None,True,mclaughlin
1358,None,Sturgis,None,Caleb,['K'],Inactive,K,calebsturgis,1358,Caleb Sturgis,nfl,caleb,9999999,32,None,False,sturgis
8118,CLE,Bell,SWR,David,['WR'],Active,WR,davidbell,8118,David Bell,nfl,david,237,21,None,True,bell
1604,None,Williams,None,Nick,['WR'],Inactive,WR,nickwilliams,1604,Nick Williams,nfl,nick,9999999,31,None,False,williams
2636,None,Haggins,None,Jarred,['WR'],Inactive,WR,jarredhaggins,2636,Jarred Haggins,nfl,jarred,9999999,25,None,False,haggins
7190,None,Rechsteiner,None,Bronson,['RB'],Active,RB,bronsonrechsteiner,7190,Bronson Rechsteiner,nfl,bronson,9999999,24,None,True,rechsteiner
8221,ARI,Ingram,None,Keaontay,['RB'],Active,RB,keaontayingram,8221,Keaontay Ingram,nfl,keaontay,334,22,None,True,ingram
2672,None,Aultman,None,Damarr,['WR'],Inactive,WR,damarraultman,2672,Damarr Aultman,nfl,damarr,9999999,25,None,False,aultman
1387,HOU,Burkhead,RB,Rex,['RB'],Active,RB,rexburkhead,1387,Rex Burkhead,nfl,rex,465,32,None,True,burkhead
6239,None,Taylor,None,Malik,['WR'],Inactive,WR,maliktaylor,6239,Malik Taylor,nfl,malik,267,26,IR,True,taylor
3063,None,Leslie,None,Jordan,['WR'],Inactive,WR,jordanleslie,3063,Jordan Leslie,nfl,jordan,9999999,30,None,False,leslie
2939,None,Blue,None,Javess,['WR'],Inactive,WR,javessblue,2939,Javess Blue,nfl,javess,9999999,24,None,False,blue
6763,None,Begelton,None,Reggie,['WR'],Active,WR,reggiebegelton,6763,Reggie Begelton,nfl,reggie,2015,28,None,True,begelton
2821,BUF,Kumerow,LWR,Jake,['WR'],Active,WR,jakekumerow,2821,Jake Kumerow,nfl,jake,261,30,None,True,kumerow
8042,None,Naggar,None,Chris,['K'],Active,K,chrisnaggar,8042,Chris Naggar,nfl,chris,348,24,None,True,naggar
7319,None,Cotton,None,Jeff,['WR'],Active,WR,jeffcotton,7319,Jeff Cotton,nfl,jeff,9999999,25,None,True,cotton
717,None,Ivory,None,Chris,['RB'],Inactive,RB,chrisivory,717,Chris Ivory,nfl,chris,9999999,33,None,False,ivory
1312,None,Bellamy,None,Josh,['WR'],Active,WR,joshbellamy,1312,Josh Bellamy,nfl,josh,703,32,None,True,bellamy
7049,SF,Jennings,SWR,Jauan,['WR'],Active,WR,jauanjennings,7049,Jauan Jennings,nfl,jauan,545,25,None,True,jennings
4157,None,Cohen,None,Tarik,['RB'],Active,RB,tarikcohen,4157,Tarik Cohen,nfl,tarik,152,26,Questionable,True,cohen
3620,None,Addison,None,Bralon,['WR'],Inactive,WR,bralonaddison,3620,Bralon Addison,nfl,bralon,9999999,28,None,False,addison
491,None,Amendola,None,Danny,['WR'],Active,WR,dannyamendola,491,Danny Amendola,nfl,danny,9999999,36,None,True,amendola
154,None,Jackson,None,Tarvaris,['QB'],Inactive,QB,tarvarisjackson,154,Tarvaris Jackson,nfl,tarvaris,9999999,37,None,False,jackson
7521,None,Blair,None,Chris,['WR'],Active,WR,chrisblair,7521,Chris Blair,nfl,chris,9999999,24,None,True,blair
6047,None,Mitchell,None,Dillon,['WR'],Inactive,WR,dillonmitchell,6047,Dillon Mitchell,nfl,dillon,1577,24,None,True,mitchell
4301,None,Magee,None,Josh,['WR'],Inactive,WR,joshmagee,4301,Josh Magee,nfl,josh,9999999,30,None,True,magee
5230,None,Badgley,None,Michael,['K'],Active,K,michaelbadgley,5230,Michael Badgley,nfl,michael,633,26,None,True,badgley
